ticket_id,platform,priority,status,assigned_group,title,description,root_cause,resolution_summary,created_date,resolved_date,app_link,full_text,full_text_clean,cluster_id
JIRA-1025,Jira,Medium,In Progress,DBA Team,Database timeout issue,Database query execution time exceeding normal threshold.,Database deadlock,Optimized memory allocation and redeployed.,2025-02-03 16:00:00,2025-02-03 23:00:00,https://jira.example.com/browse/JIRA-1025,Jira - Database timeout issue Database query execution time exceeding normal threshold.,jira - database timeout issue database query execution time exceeding normal threshold.,0
PBI-1197,PowerBI,Medium,Open,Network Ops,Incorrect KPI values displayed,Users reported mismatched revenue numbers in dashboard.,Gateway server under maintenance,Corrected data transformation steps.,2025-02-03 12:00:00,2025-02-03 22:00:00,https://app.powerbi.com/reports/PBI-1197,PowerBI - Incorrect KPI values displayed Users reported mismatched revenue numbers in dashboard.,powerbi - incorrect kpi values displayed users reported mismatched revenue numbers in dashboard.,2
JIRA-1169,Jira,High,Open,DevOps,Application crash after update,Service unreachable due to network routing failure.,Network latency spike,Optimized memory allocation and redeployed.,2025-01-28 15:00:00,2025-01-31 12:00:00,https://jira.example.com/browse/JIRA-1169,Jira - Application crash after update Service unreachable due to network routing failure.,jira - application crash after update service unreachable due to network routing failure.,9
JIRA-1038,Jira,Medium,In Progress,DBA Team,User unable to login,Database query execution time exceeding normal threshold.,Firewall misconfiguration,Resolved deadlock and restarted DB instance.,2025-02-04 23:00:00,2025-02-06 15:00:00,https://jira.example.com/browse/JIRA-1038,Jira - User unable to login Database query execution time exceeding normal threshold.,jira - user unable to login database query execution time exceeding normal threshold.,0
JIRA-1175,Jira,High,In Progress,DBA Team,503 service unavailable,Application not responding after deployment activities.,Network latency spike,Resolved deadlock and restarted DB instance.,2025-01-08 05:00:00,2025-01-08 16:00:00,https://jira.example.com/browse/JIRA-1175,Jira - 503 service unavailable Application not responding after deployment activities.,jira - 503 service unavailable application not responding after deployment activities.,11
TAB-1045,Tableau,Medium,Resolved,Network Ops,Permission denied on shared dashboard,Interactive filters returning empty result set.,Incorrect join logic in data model,Updated credentials and reran extract.,2025-01-11 22:00:00,2025-01-14 13:00:00,https://tableau.example.com/views/TAB-1045,Tableau - Permission denied on shared dashboard Interactive filters returning empty result set.,tableau - permission denied on shared dashboard interactive filters returning empty result set.,6
TAB-1098,Tableau,Medium,In Progress,Helpdesk,Tableau dashboard not refreshing,Users experiencing delay in loading components.,Network throttling issue,Updated credentials and reran extract.,2025-01-19 01:00:00,2025-01-21 03:00:00,https://tableau.example.com/views/TAB-1098,Tableau - Tableau dashboard not refreshing Users experiencing delay in loading components.,tableau - tableau dashboard not refreshing users experiencing delay in loading components.,7
CW-1068,CloudWatch,High,Closed,Helpdesk,Lambda timeout errors increasing,Elevated latency impacting application performance.,Infinite loop execution,Optimized Lambda execution time.,2025-01-12 11:00:00,2025-01-14 10:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1068,CloudWatch - Lambda timeout errors increasing Elevated latency impacting application performance.,cloudwatch - lambda timeout errors increasing elevated latency impacting application performance.,5
PBI-1016,PowerBI,Low,In Progress,Cloud Team,Row-level security not applied,Visuals stuck loading indefinitely.,Dataset schema mismatch,Adjusted schema and refreshed dataset successfully.,2025-02-09 09:00:00,2025-02-11 12:00:00,https://app.powerbi.com/reports/PBI-1016,PowerBI - Row-level security not applied Visuals stuck loading indefinitely.,powerbi - row-level security not applied visuals stuck loading indefinitely.,17
PBI-1148,PowerBI,High,Open,DevOps,Power BI refresh failed,Scheduled data refresh encountered failure due to timeout.,Incorrect data transformation logic,Adjusted schema and refreshed dataset successfully.,2025-01-01 12:00:00,2025-01-03 11:00:00,https://app.powerbi.com/reports/PBI-1148,PowerBI - Power BI refresh failed Scheduled data refresh encountered failure due to timeout.,powerbi - power bi refresh failed scheduled data refresh encountered failure due to timeout.,3
TAB-1072,Tableau,Low,Resolved,Network Ops,Extract refresh failed,Dashboard not showing newly ingested records.,Data source credentials expired,Optimized query and reindexed table.,2025-02-09 07:00:00,2025-02-11 03:00:00,https://tableau.example.com/views/TAB-1072,Tableau - Extract refresh failed Dashboard not showing newly ingested records.,tableau - extract refresh failed dashboard not showing newly ingested records.,1
CW-1011,CloudWatch,Medium,Resolved,Network Ops,ELB target health check failures,Monitoring detected abnormal spike in CPU usage.,High read/write operations,Scaled instance type.,2025-02-08 09:00:00,2025-02-10 08:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1011,CloudWatch - ELB target health check failures Monitoring detected abnormal spike in CPU usage.,cloudwatch - elb target health check failures monitoring detected abnormal spike in cpu usage.,13
JIRA-1154,Jira,High,Resolved,Security Ops,Application crash after update,Application not responding after deployment activities.,SSL handshake failure,Resolved deadlock and restarted DB instance.,2025-01-13 19:00:00,2025-01-16 16:00:00,https://jira.example.com/browse/JIRA-1154,Jira - Application crash after update Application not responding after deployment activities.,jira - application crash after update application not responding after deployment activities.,11
JIRA-1126,Jira,Critical,Open,Security Ops,High CPU usage on server,Users reported service disruptions affecting business workflow.,Memory leak issue,Renewed authentication certificate.,2025-01-03 16:00:00,2025-01-03 18:00:00,https://jira.example.com/browse/JIRA-1126,Jira - High CPU usage on server Users reported service disruptions affecting business workflow.,jira - high cpu usage on server users reported service disruptions affecting business workflow.,12
PBI-1049,PowerBI,Critical,In Progress,Network Ops,Report visuals not rendering,Visuals stuck loading indefinitely.,Gateway server under maintenance,Reconfigured gateway settings and validated connectivity.,2025-01-12 15:00:00,2025-01-15 03:00:00,https://app.powerbi.com/reports/PBI-1049,PowerBI - Report visuals not rendering Visuals stuck loading indefinitely.,powerbi - report visuals not rendering visuals stuck loading indefinitely.,17
PBI-1171,PowerBI,High,Resolved,DBA Team,Gateway connection error,Visuals stuck loading indefinitely.,Incorrect data transformation logic,Adjusted schema and refreshed dataset successfully.,2025-01-15 07:00:00,2025-01-17 16:00:00,https://app.powerbi.com/reports/PBI-1171,PowerBI - Gateway connection error Visuals stuck loading indefinitely.,powerbi - gateway connection error visuals stuck loading indefinitely.,17
TAB-1141,Tableau,Critical,Closed,Helpdesk,Tableau dashboard not refreshing,Scheduled extract refresh failure detected.,Data source credentials expired,Adjusted filter logic and republished dashboard.,2025-02-09 06:00:00,2025-02-10 13:00:00,https://tableau.example.com/views/TAB-1141,Tableau - Tableau dashboard not refreshing Scheduled extract refresh failure detected.,tableau - tableau dashboard not refreshing scheduled extract refresh failure detected.,14
PBI-1030,PowerBI,Medium,In Progress,Helpdesk,Row-level security not applied,Visuals stuck loading indefinitely.,Gateway server under maintenance,Reconfigured gateway settings and validated connectivity.,2025-01-13 04:00:00,2025-01-13 23:00:00,https://app.powerbi.com/reports/PBI-1030,PowerBI - Row-level security not applied Visuals stuck loading indefinitely.,powerbi - row-level security not applied visuals stuck loading indefinitely.,17
TAB-1087,Tableau,Critical,Closed,DevOps,Dashboard filter not working,Dashboard not showing newly ingested records.,Tableau server CPU overload,Updated credentials and reran extract.,2025-01-12 13:00:00,2025-01-13 14:00:00,https://tableau.example.com/views/TAB-1087,Tableau - Dashboard filter not working Dashboard not showing newly ingested records.,tableau - dashboard filter not working dashboard not showing newly ingested records.,1
JIRA-1113,Jira,Critical,In Progress,Security Ops,Database timeout issue,Users reported service disruptions affecting business workflow.,Firewall misconfiguration,Resolved deadlock and restarted DB instance.,2025-01-01 17:00:00,2025-01-02 21:00:00,https://jira.example.com/browse/JIRA-1113,Jira - Database timeout issue Users reported service disruptions affecting business workflow.,jira - database timeout issue users reported service disruptions affecting business workflow.,12
PBI-1099,PowerBI,Critical,Closed,Security Ops,Gateway connection error,Visuals stuck loading indefinitely.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-24 03:00:00,2025-01-25 02:00:00,https://app.powerbi.com/reports/PBI-1099,PowerBI - Gateway connection error Visuals stuck loading indefinitely.,powerbi - gateway connection error visuals stuck loading indefinitely.,17
JIRA-1173,Jira,Medium,Open,Helpdesk,Disk space running low,System detected performance degradation across multiple nodes.,Expired authentication token,Resolved deadlock and restarted DB instance.,2025-01-20 01:00:00,2025-01-21 01:00:00,https://jira.example.com/browse/JIRA-1173,Jira - Disk space running low System detected performance degradation across multiple nodes.,jira - disk space running low system detected performance degradation across multiple nodes.,19
TAB-1159,Tableau,Low,In Progress,Helpdesk,Permission denied on shared dashboard,Dashboard not showing newly ingested records.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-17 21:00:00,2025-01-20 15:00:00,https://tableau.example.com/views/TAB-1159,Tableau - Permission denied on shared dashboard Dashboard not showing newly ingested records.,tableau - permission denied on shared dashboard dashboard not showing newly ingested records.,1
PBI-1082,PowerBI,Medium,Resolved,Cloud Team,Gateway connection error,Visuals stuck loading indefinitely.,Gateway authentication failure,Corrected data transformation steps.,2025-01-01 19:00:00,2025-01-04 07:00:00,https://app.powerbi.com/reports/PBI-1082,PowerBI - Gateway connection error Visuals stuck loading indefinitely.,powerbi - gateway connection error visuals stuck loading indefinitely.,17
JIRA-1057,Jira,Critical,In Progress,Security Ops,Disk space running low,Database query execution time exceeding normal threshold.,Database deadlock,Optimized memory allocation and redeployed.,2025-01-25 20:00:00,2025-01-26 10:00:00,https://jira.example.com/browse/JIRA-1057,Jira - Disk space running low Database query execution time exceeding normal threshold.,jira - disk space running low database query execution time exceeding normal threshold.,0
PBI-1152,PowerBI,Medium,Resolved,DBA Team,Slow dataset refresh performance,Scheduled data refresh encountered failure due to timeout.,Dataset schema mismatch,Reconfigured gateway settings and validated connectivity.,2025-01-27 10:00:00,2025-01-29 06:00:00,https://app.powerbi.com/reports/PBI-1152,PowerBI - Slow dataset refresh performance Scheduled data refresh encountered failure due to timeout.,powerbi - slow dataset refresh performance scheduled data refresh encountered failure due to timeout.,3
TAB-1022,Tableau,Critical,Open,DBA Team,Extract refresh failed,Dashboard not showing newly ingested records.,Network throttling issue,Updated credentials and reran extract.,2025-02-04 15:00:00,2025-02-06 12:00:00,https://tableau.example.com/views/TAB-1022,Tableau - Extract refresh failed Dashboard not showing newly ingested records.,tableau - extract refresh failed dashboard not showing newly ingested records.,1
TAB-1080,Tableau,Low,Resolved,Helpdesk,Permission denied on shared dashboard,Users experiencing delay in loading components.,Data source credentials expired,Updated credentials and reran extract.,2025-02-05 05:00:00,2025-02-07 21:00:00,https://tableau.example.com/views/TAB-1080,Tableau - Permission denied on shared dashboard Users experiencing delay in loading components.,tableau - permission denied on shared dashboard users experiencing delay in loading components.,7
JIRA-1017,Jira,Low,Open,DevOps,Database timeout issue,Database query execution time exceeding normal threshold.,Firewall misconfiguration,Optimized memory allocation and redeployed.,2025-01-03 16:00:00,2025-01-06 14:00:00,https://jira.example.com/browse/JIRA-1017,Jira - Database timeout issue Database query execution time exceeding normal threshold.,jira - database timeout issue database query execution time exceeding normal threshold.,0
JIRA-1127,Jira,High,In Progress,Cloud Team,High CPU usage on server,Database query execution time exceeding normal threshold.,Network latency spike,Optimized memory allocation and redeployed.,2025-01-20 19:00:00,2025-01-21 18:00:00,https://jira.example.com/browse/JIRA-1127,Jira - High CPU usage on server Database query execution time exceeding normal threshold.,jira - high cpu usage on server database query execution time exceeding normal threshold.,0
TAB-1122,Tableau,Medium,Resolved,DevOps,Slow performance on Tableau report,Scheduled extract refresh failure detected.,Network throttling issue,Optimized query and reindexed table.,2025-01-01 16:00:00,2025-01-04 10:00:00,https://tableau.example.com/views/TAB-1122,Tableau - Slow performance on Tableau report Scheduled extract refresh failure detected.,tableau - slow performance on tableau report scheduled extract refresh failure detected.,14
TAB-1055,Tableau,Medium,Open,DBA Team,Extract refresh failed,Dashboard not showing newly ingested records.,Tableau server CPU overload,Optimized query and reindexed table.,2025-01-11 01:00:00,2025-01-13 14:00:00,https://tableau.example.com/views/TAB-1055,Tableau - Extract refresh failed Dashboard not showing newly ingested records.,tableau - extract refresh failed dashboard not showing newly ingested records.,1
PBI-1138,PowerBI,Critical,Closed,DevOps,Row-level security not applied,Scheduled data refresh encountered failure due to timeout.,Gateway authentication failure,Adjusted schema and refreshed dataset successfully.,2025-01-18 01:00:00,2025-01-19 21:00:00,https://app.powerbi.com/reports/PBI-1138,PowerBI - Row-level security not applied Scheduled data refresh encountered failure due to timeout.,powerbi - row-level security not applied scheduled data refresh encountered failure due to timeout.,3
PBI-1070,PowerBI,Medium,Resolved,Network Ops,Slow dataset refresh performance,Visuals stuck loading indefinitely.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-15 18:00:00,2025-01-18 13:00:00,https://app.powerbi.com/reports/PBI-1070,PowerBI - Slow dataset refresh performance Visuals stuck loading indefinitely.,powerbi - slow dataset refresh performance visuals stuck loading indefinitely.,17
PBI-1198,PowerBI,Medium,Closed,DBA Team,Power BI refresh failed,Scheduled data refresh encountered failure due to timeout.,Dataset schema mismatch,Adjusted schema and refreshed dataset successfully.,2025-01-13 05:00:00,2025-01-15 09:00:00,https://app.powerbi.com/reports/PBI-1198,PowerBI - Power BI refresh failed Scheduled data refresh encountered failure due to timeout.,powerbi - power bi refresh failed scheduled data refresh encountered failure due to timeout.,3
PBI-1068,PowerBI,Low,Resolved,DBA Team,Power BI refresh failed,Scheduled data refresh encountered failure due to timeout.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-23 23:00:00,2025-01-24 06:00:00,https://app.powerbi.com/reports/PBI-1068,PowerBI - Power BI refresh failed Scheduled data refresh encountered failure due to timeout.,powerbi - power bi refresh failed scheduled data refresh encountered failure due to timeout.,3
CW-1168,CloudWatch,Critical,In Progress,DBA Team,Lambda timeout errors increasing,Elevated latency impacting application performance.,Unbalanced traffic routing,Optimized Lambda execution time.,2025-01-19 10:00:00,2025-01-22 04:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1168,CloudWatch - Lambda timeout errors increasing Elevated latency impacting application performance.,cloudwatch - lambda timeout errors increasing elevated latency impacting application performance.,5
JIRA-1190,Jira,Low,Open,DBA Team,Email service outage,System detected performance degradation across multiple nodes.,Network latency spike,Restarted impacted service and cleared cache.,2025-01-26 15:00:00,2025-01-27 11:00:00,https://jira.example.com/browse/JIRA-1190,Jira - Email service outage System detected performance degradation across multiple nodes.,jira - email service outage system detected performance degradation across multiple nodes.,19
JIRA-1115,Jira,Medium,Resolved,Network Ops,High CPU usage on server,Application not responding after deployment activities.,Memory leak issue,Resolved deadlock and restarted DB instance.,2025-01-06 21:00:00,2025-01-08 22:00:00,https://jira.example.com/browse/JIRA-1115,Jira - High CPU usage on server Application not responding after deployment activities.,jira - high cpu usage on server application not responding after deployment activities.,11
PBI-1116,PowerBI,Critical,Open,Network Ops,Power BI refresh failed,Unable to connect to on-prem data gateway.,Gateway server under maintenance,Corrected data transformation steps.,2025-02-08 22:00:00,2025-02-09 16:00:00,https://app.powerbi.com/reports/PBI-1116,PowerBI - Power BI refresh failed Unable to connect to on-prem data gateway.,powerbi - power bi refresh failed unable to connect to on-prem data gateway.,16
CW-1109,CloudWatch,High,In Progress,DevOps,CloudWatch alarm triggered for CPU threshold,Elevated latency impacting application performance.,Infinite loop execution,Optimized Lambda execution time.,2025-01-18 00:00:00,2025-01-18 06:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1109,CloudWatch - CloudWatch alarm triggered for CPU threshold Elevated latency impacting application performance.,cloudwatch - cloudwatch alarm triggered for cpu threshold elevated latency impacting application performance.,5
PBI-1135,PowerBI,Critical,In Progress,Cloud Team,Gateway connection error,Visuals stuck loading indefinitely.,Dataset schema mismatch,Corrected data transformation steps.,2025-01-18 17:00:00,2025-01-21 08:00:00,https://app.powerbi.com/reports/PBI-1135,PowerBI - Gateway connection error Visuals stuck loading indefinitely.,powerbi - gateway connection error visuals stuck loading indefinitely.,17
JIRA-1094,Jira,Critical,In Progress,Network Ops,VPN connection failure,Database query execution time exceeding normal threshold.,Network latency spike,Renewed authentication certificate.,2025-01-07 17:00:00,2025-01-07 19:00:00,https://jira.example.com/browse/JIRA-1094,Jira - VPN connection failure Database query execution time exceeding normal threshold.,jira - vpn connection failure database query execution time exceeding normal threshold.,0
JIRA-1180,Jira,Medium,Open,DevOps,Database timeout issue,Users reported service disruptions affecting business workflow.,Database deadlock,Resolved deadlock and restarted DB instance.,2025-02-04 21:00:00,2025-02-05 00:00:00,https://jira.example.com/browse/JIRA-1180,Jira - Database timeout issue Users reported service disruptions affecting business workflow.,jira - database timeout issue users reported service disruptions affecting business workflow.,12
TAB-1101,Tableau,Low,Resolved,DBA Team,Slow performance on Tableau report,Interactive filters returning empty result set.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-29 07:00:00,2025-01-29 11:00:00,https://tableau.example.com/views/TAB-1101,Tableau - Slow performance on Tableau report Interactive filters returning empty result set.,tableau - slow performance on tableau report interactive filters returning empty result set.,6
CW-1016,CloudWatch,Medium,Resolved,DevOps,EC2 instance restart detected,Monitoring detected abnormal spike in CPU usage.,Unoptimized workload placement,Optimized Lambda execution time.,2025-02-03 03:00:00,2025-02-05 14:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1016,CloudWatch - EC2 instance restart detected Monitoring detected abnormal spike in CPU usage.,cloudwatch - ec2 instance restart detected monitoring detected abnormal spike in cpu usage.,13
PBI-1181,PowerBI,Medium,In Progress,Network Ops,Gateway connection error,Users reported mismatched revenue numbers in dashboard.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-01-05 07:00:00,2025-01-05 16:00:00,https://app.powerbi.com/reports/PBI-1181,PowerBI - Gateway connection error Users reported mismatched revenue numbers in dashboard.,powerbi - gateway connection error users reported mismatched revenue numbers in dashboard.,2
PBI-1190,PowerBI,Low,Open,DevOps,Gateway connection error,Scheduled data refresh encountered failure due to timeout.,Gateway authentication failure,Corrected data transformation steps.,2025-01-17 01:00:00,2025-01-17 02:00:00,https://app.powerbi.com/reports/PBI-1190,PowerBI - Gateway connection error Scheduled data refresh encountered failure due to timeout.,powerbi - gateway connection error scheduled data refresh encountered failure due to timeout.,3
CW-1131,CloudWatch,Low,Closed,Cloud Team,RDS free storage space critically low,Failure trend observed across multiple Lambda executions.,Infinite loop execution,Increased allocated resources.,2025-01-09 02:00:00,2025-01-10 10:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1131,CloudWatch - RDS free storage space critically low Failure trend observed across multiple Lambda executions.,cloudwatch - rds free storage space critically low failure trend observed across multiple lambda executions.,18
PBI-1158,PowerBI,High,In Progress,Security Ops,Gateway connection error,Visuals stuck loading indefinitely.,Incorrect data transformation logic,Adjusted schema and refreshed dataset successfully.,2025-01-09 07:00:00,2025-01-09 09:00:00,https://app.powerbi.com/reports/PBI-1158,PowerBI - Gateway connection error Visuals stuck loading indefinitely.,powerbi - gateway connection error visuals stuck loading indefinitely.,17
CW-1108,CloudWatch,Critical,Resolved,Security Ops,RDS free storage space critically low,Database storage reaching capacity limits.,Infinite loop execution,Optimized Lambda execution time.,2025-01-26 02:00:00,2025-01-27 11:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1108,CloudWatch - RDS free storage space critically low Database storage reaching capacity limits.,cloudwatch - rds free storage space critically low database storage reaching capacity limits.,4
PBI-1142,PowerBI,Low,Resolved,DBA Team,Power BI refresh failed,Visuals stuck loading indefinitely.,Gateway server under maintenance,Adjusted schema and refreshed dataset successfully.,2025-01-09 11:00:00,2025-01-12 03:00:00,https://app.powerbi.com/reports/PBI-1142,PowerBI - Power BI refresh failed Visuals stuck loading indefinitely.,powerbi - power bi refresh failed visuals stuck loading indefinitely.,17
JIRA-1005,Jira,Critical,Closed,Cloud Team,Email service outage,Service unreachable due to network routing failure.,Database deadlock,Resolved deadlock and restarted DB instance.,2025-01-01 18:00:00,2025-01-03 09:00:00,https://jira.example.com/browse/JIRA-1005,Jira - Email service outage Service unreachable due to network routing failure.,jira - email service outage service unreachable due to network routing failure.,9
CW-1185,CloudWatch,Critical,Closed,DevOps,ELB target health check failures,Monitoring detected abnormal spike in CPU usage.,High read/write operations,Optimized Lambda execution time.,2025-01-17 16:00:00,2025-01-19 07:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1185,CloudWatch - ELB target health check failures Monitoring detected abnormal spike in CPU usage.,cloudwatch - elb target health check failures monitoring detected abnormal spike in cpu usage.,13
JIRA-1045,Jira,Medium,In Progress,Helpdesk,VPN connection failure,Database query execution time exceeding normal threshold.,Firewall misconfiguration,Optimized memory allocation and redeployed.,2025-01-17 23:00:00,2025-01-19 14:00:00,https://jira.example.com/browse/JIRA-1045,Jira - VPN connection failure Database query execution time exceeding normal threshold.,jira - vpn connection failure database query execution time exceeding normal threshold.,0
CW-1125,CloudWatch,Low,Resolved,DBA Team,ELB target health check failures,Monitoring detected abnormal spike in CPU usage.,Unbalanced traffic routing,Increased allocated resources.,2025-01-25 20:00:00,2025-01-28 09:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1125,CloudWatch - ELB target health check failures Monitoring detected abnormal spike in CPU usage.,cloudwatch - elb target health check failures monitoring detected abnormal spike in cpu usage.,13
JIRA-1157,Jira,Critical,Closed,Helpdesk,Disk space running low,System detected performance degradation across multiple nodes.,SSL handshake failure,Renewed authentication certificate.,2025-02-08 08:00:00,2025-02-10 21:00:00,https://jira.example.com/browse/JIRA-1157,Jira - Disk space running low System detected performance degradation across multiple nodes.,jira - disk space running low system detected performance degradation across multiple nodes.,19
CW-1005,CloudWatch,Low,In Progress,Network Ops,RDS free storage space critically low,Auto-recovery event performed by AWS.,High read/write operations,Scaled instance type.,2025-01-20 18:00:00,2025-01-22 00:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1005,CloudWatch - RDS free storage space critically low Auto-recovery event performed by AWS.,cloudwatch - rds free storage space critically low auto-recovery event performed by aws.,10
JIRA-1171,Jira,Critical,Closed,Cloud Team,High CPU usage on server,Application not responding after deployment activities.,SSL handshake failure,Resolved deadlock and restarted DB instance.,2025-02-05 15:00:00,2025-02-06 07:00:00,https://jira.example.com/browse/JIRA-1171,Jira - High CPU usage on server Application not responding after deployment activities.,jira - high cpu usage on server application not responding after deployment activities.,11
JIRA-1016,Jira,Critical,Resolved,Cloud Team,503 service unavailable,Users reported service disruptions affecting business workflow.,Database deadlock,Renewed authentication certificate.,2025-01-27 20:00:00,2025-01-28 11:00:00,https://jira.example.com/browse/JIRA-1016,Jira - 503 service unavailable Users reported service disruptions affecting business workflow.,jira - 503 service unavailable users reported service disruptions affecting business workflow.,12
PBI-1111,PowerBI,High,Open,Network Ops,Report visuals not rendering,Visuals stuck loading indefinitely.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-01-17 19:00:00,2025-01-20 01:00:00,https://app.powerbi.com/reports/PBI-1111,PowerBI - Report visuals not rendering Visuals stuck loading indefinitely.,powerbi - report visuals not rendering visuals stuck loading indefinitely.,17
JIRA-1048,Jira,Low,In Progress,DBA Team,503 service unavailable,Application not responding after deployment activities.,Memory leak issue,Restarted impacted service and cleared cache.,2025-01-02 14:00:00,2025-01-03 20:00:00,https://jira.example.com/browse/JIRA-1048,Jira - 503 service unavailable Application not responding after deployment activities.,jira - 503 service unavailable application not responding after deployment activities.,11
CW-1174,CloudWatch,High,Open,DevOps,RDS free storage space critically low,Monitoring detected abnormal spike in CPU usage.,Unoptimized workload placement,Increased allocated resources.,2025-02-10 04:00:00,2025-02-12 01:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1174,CloudWatch - RDS free storage space critically low Monitoring detected abnormal spike in CPU usage.,cloudwatch - rds free storage space critically low monitoring detected abnormal spike in cpu usage.,18
CW-1157,CloudWatch,High,Closed,DBA Team,ELB target health check failures,Database storage reaching capacity limits.,Unbalanced traffic routing,Optimized Lambda execution time.,2025-01-26 02:00:00,2025-01-26 10:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1157,CloudWatch - ELB target health check failures Database storage reaching capacity limits.,cloudwatch - elb target health check failures database storage reaching capacity limits.,13
PBI-1080,PowerBI,Medium,Resolved,Cloud Team,Slow dataset refresh performance,Unable to connect to on-prem data gateway.,Dataset schema mismatch,Reconfigured gateway settings and validated connectivity.,2025-01-13 15:00:00,2025-01-15 19:00:00,https://app.powerbi.com/reports/PBI-1080,PowerBI - Slow dataset refresh performance Unable to connect to on-prem data gateway.,powerbi - slow dataset refresh performance unable to connect to on-prem data gateway.,16
TAB-1083,Tableau,Critical,Open,Helpdesk,Slow performance on Tableau report,Users experiencing delay in loading components.,Tableau server CPU overload,Updated credentials and reran extract.,2025-01-02 02:00:00,2025-01-02 16:00:00,https://tableau.example.com/views/TAB-1083,Tableau - Slow performance on Tableau report Users experiencing delay in loading components.,tableau - slow performance on tableau report users experiencing delay in loading components.,7
PBI-1136,PowerBI,Critical,Open,Network Ops,Gateway connection error,Users reported mismatched revenue numbers in dashboard.,Gateway authentication failure,Corrected data transformation steps.,2025-01-24 12:00:00,2025-01-24 13:00:00,https://app.powerbi.com/reports/PBI-1136,PowerBI - Gateway connection error Users reported mismatched revenue numbers in dashboard.,powerbi - gateway connection error users reported mismatched revenue numbers in dashboard.,2
TAB-1025,Tableau,High,Closed,Helpdesk,Slow performance on Tableau report,Users experiencing delay in loading components.,Network throttling issue,Optimized query and reindexed table.,2025-02-02 21:00:00,2025-02-05 16:00:00,https://tableau.example.com/views/TAB-1025,Tableau - Slow performance on Tableau report Users experiencing delay in loading components.,tableau - slow performance on tableau report users experiencing delay in loading components.,7
JIRA-1026,Jira,Medium,Open,DevOps,Database timeout issue,Database query execution time exceeding normal threshold.,SSL handshake failure,Renewed authentication certificate.,2025-01-03 18:00:00,2025-01-06 07:00:00,https://jira.example.com/browse/JIRA-1026,Jira - Database timeout issue Database query execution time exceeding normal threshold.,jira - database timeout issue database query execution time exceeding normal threshold.,0
CW-1030,CloudWatch,High,Resolved,Helpdesk,S3 request latency unusually high,Database storage reaching capacity limits.,Infinite loop execution,Increased allocated resources.,2025-01-24 00:00:00,2025-01-24 18:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1030,CloudWatch - S3 request latency unusually high Database storage reaching capacity limits.,cloudwatch - s3 request latency unusually high database storage reaching capacity limits.,4
PBI-1037,PowerBI,Critical,In Progress,Security Ops,Gateway connection error,Scheduled data refresh encountered failure due to timeout.,Incorrect data transformation logic,Corrected data transformation steps.,2025-01-19 14:00:00,2025-01-21 00:00:00,https://app.powerbi.com/reports/PBI-1037,PowerBI - Gateway connection error Scheduled data refresh encountered failure due to timeout.,powerbi - gateway connection error scheduled data refresh encountered failure due to timeout.,3
TAB-1164,Tableau,Medium,In Progress,Helpdesk,Permission denied on shared dashboard,Dashboard not showing newly ingested records.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-21 20:00:00,2025-01-22 10:00:00,https://tableau.example.com/views/TAB-1164,Tableau - Permission denied on shared dashboard Dashboard not showing newly ingested records.,tableau - permission denied on shared dashboard dashboard not showing newly ingested records.,1
TAB-1029,Tableau,Medium,Closed,Network Ops,Dashboard filter not working,Interactive filters returning empty result set.,Incorrect join logic in data model,Optimized query and reindexed table.,2025-01-31 03:00:00,2025-02-01 03:00:00,https://tableau.example.com/views/TAB-1029,Tableau - Dashboard filter not working Interactive filters returning empty result set.,tableau - dashboard filter not working interactive filters returning empty result set.,6
JIRA-1037,Jira,Low,Resolved,DevOps,High CPU usage on server,Application not responding after deployment activities.,Memory leak issue,Optimized memory allocation and redeployed.,2025-01-07 18:00:00,2025-01-10 07:00:00,https://jira.example.com/browse/JIRA-1037,Jira - High CPU usage on server Application not responding after deployment activities.,jira - high cpu usage on server application not responding after deployment activities.,11
